0,253396015808869
0,253343285427427
0,253294942049823
0,253250630260546
0,253210022638798
0,253172817638622
0,253138737617559
0,253107527005312
0,253078950604078
0,253052792012403
0,253028852164736
0,253006947979138
0,252986911105936
0,252968586770479
0,252951832703492
0,252936518152878
0,252922522971183
0,25290973677328
0,252898058159154
0,252887393997016
0,25287765876227
0,252868773928158
0,2528606674042
0,252853273018806
0,252846530042696
0,252840382750007
0,252834780014178
0,252829674935937
0,25282502450089
0,25282078926441
0,252816933061692
0,252813422741004
0,252810227918307
0,252807320751562
0,252804675733172
0,252802269499117
0,252800080653465
0,252798089607031
0,252796278429064
0,25279463071092
0,252793131440759
0,2527917668884
0,252790524499504
0,252789392798344
0,25278836129848
0,252787420420691
0,252786561417588
0,252785776304375
0,252785057795253
0,252784399245014
0,252783794595414
0,252783238325933
0,252782725408561
0,252782251266303
0,252781811735081
0,252781403028772
0,252781021707122
0,252780664646302
0,252780329011896
0,252780012234122
0,252779711985095
0,252779426157985
0,252779152847897
0,252778890334339
0,25277863706516
0,252778391641813
0,252778152805861
0,25277791942661
0,252777690489773
0,252777465087096
0,252777242406851
0,252777021725138
0,252776802397915
0,252776583853716
0,252776365586973
0,252776147151927
0,25277592815704
0,252775708259903
0,252775487162575
0,252775264607324
0,25277504037274
0,25277481427019
0,252774586140573
0,252774355851369
0,252774123293946
0,252773888381101
0,25277365104483
0,252773411234286
0,252773168913928
0,252772924061838
0,252772676668187
0,252772426733847
0,252772174269125
0,252771919292624
0,252771661830199
0,252771401914025
0,252771139581743
0,252770874875692
0,252770607842224
0,25277033853107
0,252770066994787
0,252769793288245
0,252769517468183
0,252769239592792
0,252768959721364
0,252768677913957
0,252768394231113
0,252768108733603
0,252767821482194
0,252767532537453
0,252767241959574
0,252766949808217
0,252766656142378
0,252766361020273
0,252766064499237
0,252765766635638
0,252765467484804
0,252765167100968
0,25276486553721
0,252764562845422
0,252764259076278
0,252763954279205
0,252763648502369
0,252763341792666
0,252763034195712
0,252762725755845
0,252762416516131
0,252762106518365
0,252761795803087
0,252761484409594
0,252761172375956
0,252760859739032
0,252760546534492
0,252760232796839
0,252759918559431
0,252759603854503
0,252759288713193
0,25275897316557
0,252758657240654
0,252758340966447
0,252758024369959
0,252757707477232
0,252757390313368
0,252757072902558
0,252756755268103
0,252756437432446
0,252756119417194
0,252755801243145
0,252755482930314
0,252755164497955
0,25275484596459
0,252754527348028
0,252754208665393
0,252753889933142
0,252753571167093
0,252753252382441
0,252752933593784
0,252752614815143
0,252752296059978
0,252751977341214
0,252751658671256
0,252751340062007
0,25275102152489
0,252750703070862
0,252750384710431
0,252750066453675
0,252749748310255
0,252749430289433
0,252749112400084
0,252748794650714
0,252748477049469
0,252748159604153
0,252747842322241
0,252747525210886
0,252747208276938
0,252746891526951
0,252746574967197
0,252746258603676
0,252745942442125
0,25274562648803
0,252745310746636
0,252744995222954
0,252744679921774
0,252744364847668
0,252744050005004
0,252743735397953
0,252743421030492
0,252743106906419
0,252742793029354
0,252742479402748
0,252742166029892
0,25274185291392
0,252741540057816
0,252741227464423
0,252740915136443
0,252740603076448
0,252740291286882
0,252739979770068
0,252739668528212
0,252739357563407
0,252739046877637
0,252738736472786
0,252738426350636
0,252738116512875
0,252737806961098
0,252737497696815
